"session_id","session_date_time","session_status","mentor_domain_id","domain_name","mentor_id","mentor_role","mentor_reg_date","mentor_region_id","mentor_region_name","mentee_id","mentee_role","mentee_reg_date","mentee_region_id","mentee_region_name"
5219,2022-07-03 00:00:00.000,finished,5,Python для аналитики данных,4852,mentor,2022-03-23 00:00:00.000,2,г Санкт-Петербург,4366,mentee,2022-03-09 00:00:00.000,1,г Москва
5220,2022-07-03 00:00:00.000,finished,3,Визуализация данных,1712,mentor,2021-06-28 00:00:00.000,6,Московская обл,2309,mentee,2021-03-07 00:00:00.000,7,Нижегородская обл
5221,2022-07-03 00:00:00.000,finished,1,Продуктовая аналитика,606,mentor,2021-10-03 00:00:00.000,1,г Москва,1468,mentee,2022-04-22 00:00:00.000,1,г Москва
5222,2022-07-03 00:00:00.000,finished,3,Визуализация данных,170,mentor,2021-03-07 00:00:00.000,4,Краснодарский край,2871,mentee,2021-09-09 00:00:00.000,1,г Москва
5224,2022-07-03 00:00:00.000,finished,4,DS,4502,mentor,2022-01-26 00:00:00.000,3,Ростовская обл,2508,mentee,2021-03-29 00:00:00.000,1,г Москва
5225,2022-07-03 00:00:00.000,finished,5,Python для аналитики данных,4662,mentor,2022-05-13 00:00:00.000,3,Ростовская обл,1112,mentee,2021-09-15 00:00:00.000,1,г Москва
5227,2022-07-03 00:00:00.000,finished,5,Python для аналитики данных,3828,mentor,2022-04-07 00:00:00.000,5,Ленинградская обл,1626,mentee,2021-08-05 00:00:00.000,2,г Санкт-Петербург
5228,2022-07-03 00:00:00.000,finished,1,Продуктовая аналитика,2485,mentor,2021-12-08 00:00:00.000,1,г Москва,2503,mentee,2021-12-21 00:00:00.000,8,Новосибирская обл
5231,2022-07-03 00:00:00.000,finished,6,Машинное обучение,4001,mentor,2021-09-09 00:00:00.000,1,г Москва,1512,mentee,2022-06-19 00:00:00.000,6,Московская обл
5232,2022-07-03 00:00:00.000,finished,2,AB тестирование,2453,mentor,2022-04-30 00:00:00.000,1,г Москва,1536,mentee,2021-05-16 00:00:00.000,1,г Москва
5233,2022-07-03 00:00:00.000,finished,7,SQL,830,mentor,2021-03-25 00:00:00.000,2,г Санкт-Петербург,1055,mentee,2022-05-18 00:00:00.000,5,Ленинградская обл
5235,2022-07-03 00:00:00.000,finished,7,SQL,4314,mentor,2022-06-18 00:00:00.000,1,г Москва,2742,mentee,2022-01-01 00:00:00.000,1,г Москва
5236,2022-07-03 00:00:00.000,finished,4,DS,1124,mentor,2021-03-07 00:00:00.000,8,Новосибирская обл,626,mentee,2022-01-01 00:00:00.000,1,г Москва
5237,2022-07-03 00:00:00.000,canceled,3,Визуализация данных,4732,mentor,2021-10-14 00:00:00.000,5,Ленинградская обл,383,mentee,2022-01-12 00:00:00.000,1,г Москва
5238,2022-07-03 00:00:00.000,canceled,6,Машинное обучение,636,mentor,2021-04-06 00:00:00.000,1,г Москва,896,mentee,2022-02-16 00:00:00.000,5,Ленинградская обл
5241,2022-07-04 00:00:00.000,finished,5,Python для аналитики данных,1251,mentor,2021-02-01 00:00:00.000,4,Краснодарский край,4475,mentee,2022-04-28 00:00:00.000,2,г Санкт-Петербург
5242,2022-07-04 00:00:00.000,finished,6,Машинное обучение,1234,mentor,2021-04-04 00:00:00.000,2,г Санкт-Петербург,1512,mentee,2022-06-19 00:00:00.000,6,Московская обл
5243,2022-07-04 00:00:00.000,finished,7,SQL,3045,mentor,2021-07-31 00:00:00.000,4,Краснодарский край,2723,mentee,2022-04-27 00:00:00.000,1,г Москва
5244,2022-07-04 00:00:00.000,finished,7,SQL,1228,mentor,2021-01-31 00:00:00.000,6,Московская обл,4937,mentee,2021-05-08 00:00:00.000,2,г Санкт-Петербург
5246,2022-07-04 00:00:00.000,finished,2,AB тестирование,2098,mentor,2021-02-05 00:00:00.000,1,г Москва,2868,mentee,2021-12-06 00:00:00.000,0,Другое
5247,2022-07-04 00:00:00.000,finished,6,Машинное обучение,1069,mentor,2022-04-24 00:00:00.000,1,г Москва,3273,mentee,2021-03-30 00:00:00.000,2,г Санкт-Петербург
5249,2022-07-04 00:00:00.000,finished,7,SQL,4910,mentor,2021-06-06 00:00:00.000,1,г Москва,860,mentee,2022-02-12 00:00:00.000,2,г Санкт-Петербург
5250,2022-07-04 00:00:00.000,finished,4,DS,3005,mentor,2021-10-12 00:00:00.000,1,г Москва,3282,mentee,2021-10-10 00:00:00.000,6,Московская обл
5251,2022-07-04 00:00:00.000,finished,3,Визуализация данных,3421,mentor,2022-06-23 00:00:00.000,1,г Москва,626,mentee,2022-01-01 00:00:00.000,1,г Москва
5252,2022-07-04 00:00:00.000,finished,5,Python для аналитики данных,3803,mentor,2022-05-17 00:00:00.000,3,Ростовская обл,4257,mentee,2021-02-06 00:00:00.000,1,г Москва
5255,2022-07-04 00:00:00.000,finished,7,SQL,3800,mentor,2022-01-08 00:00:00.000,1,г Москва,2860,mentee,2021-05-24 00:00:00.000,1,г Москва
5256,2022-07-04 00:00:00.000,finished,5,Python для аналитики данных,1190,mentor,2022-06-25 00:00:00.000,4,Краснодарский край,1489,mentee,2021-05-11 00:00:00.000,1,г Москва
5259,2022-07-04 00:00:00.000,canceled,6,Машинное обучение,1986,mentor,2021-12-05 00:00:00.000,1,г Москва,4175,mentee,2021-11-22 00:00:00.000,0,Другое
5262,2022-07-04 00:00:00.000,finished,1,Продуктовая аналитика,895,mentor,2022-07-01 00:00:00.000,3,Ростовская обл,4825,mentee,2021-02-01 00:00:00.000,1,г Москва
5264,2022-07-04 00:00:00.000,finished,1,Продуктовая аналитика,4647,mentor,2021-09-05 00:00:00.000,3,Ростовская обл,3994,mentee,2021-07-12 00:00:00.000,2,г Санкт-Петербург
5265,2022-07-04 00:00:00.000,canceled,1,Продуктовая аналитика,2001,mentor,2022-02-03 00:00:00.000,3,Ростовская обл,689,mentee,2021-10-15 00:00:00.000,6,Московская обл
5268,2022-07-04 00:00:00.000,canceled,5,Python для аналитики данных,1262,mentor,2022-05-20 00:00:00.000,1,г Москва,2270,mentee,2022-04-26 00:00:00.000,1,г Москва
5269,2022-07-04 00:00:00.000,canceled,2,AB тестирование,1475,mentor,2021-06-18 00:00:00.000,3,Ростовская обл,4717,mentee,2021-09-11 00:00:00.000,2,г Санкт-Петербург
5273,2022-07-04 00:00:00.000,finished,7,SQL,3045,mentor,2021-07-31 00:00:00.000,4,Краснодарский край,4959,mentee,2022-04-08 00:00:00.000,1,г Москва
5276,2022-07-04 00:00:00.000,finished,1,Продуктовая аналитика,4673,mentor,2021-02-19 00:00:00.000,0,Другое,3665,mentee,2022-04-06 00:00:00.000,3,Ростовская обл
5279,2022-07-04 00:00:00.000,finished,1,Продуктовая аналитика,4612,mentor,2022-05-21 00:00:00.000,7,Нижегородская обл,3606,mentee,2022-02-14 00:00:00.000,6,Московская обл
5280,2022-07-04 00:00:00.000,finished,5,Python для аналитики данных,3717,mentor,2022-06-15 00:00:00.000,1,г Москва,1863,mentee,2021-03-23 00:00:00.000,3,Ростовская обл
5281,2022-07-04 00:00:00.000,finished,2,AB тестирование,4541,mentor,2022-06-19 00:00:00.000,8,Новосибирская обл,4166,mentee,2021-06-29 00:00:00.000,5,Ленинградская обл
5282,2022-07-04 00:00:00.000,finished,5,Python для аналитики данных,1332,mentor,2021-11-25 00:00:00.000,4,Краснодарский край,361,mentee,2022-06-26 00:00:00.000,5,Ленинградская обл
5284,2022-07-04 00:00:00.000,canceled,2,AB тестирование,2473,mentor,2022-06-17 00:00:00.000,3,Ростовская обл,2028,mentee,2021-02-09 00:00:00.000,3,Ростовская обл
5285,2022-07-04 00:00:00.000,finished,7,SQL,1817,mentor,2022-01-14 00:00:00.000,5,Ленинградская обл,2022,mentee,2021-12-01 00:00:00.000,2,г Санкт-Петербург
5286,2022-07-04 00:00:00.000,finished,1,Продуктовая аналитика,4835,mentor,2021-10-05 00:00:00.000,5,Ленинградская обл,2153,mentee,2021-06-17 00:00:00.000,0,Другое
5287,2022-07-04 00:00:00.000,canceled,4,DS,4868,mentor,2021-08-09 00:00:00.000,4,Краснодарский край,2723,mentee,2022-04-27 00:00:00.000,1,г Москва
5288,2022-07-05 00:00:00.000,finished,7,SQL,244,mentor,2022-04-16 00:00:00.000,1,г Москва,161,mentee,2021-07-16 00:00:00.000,1,г Москва
5289,2022-07-05 00:00:00.000,canceled,4,DS,1509,mentor,2022-06-06 00:00:00.000,1,г Москва,3266,mentee,2021-11-04 00:00:00.000,8,Новосибирская обл
5290,2022-07-05 00:00:00.000,finished,4,DS,2555,mentor,2022-06-30 00:00:00.000,1,г Москва,4287,mentee,2022-01-06 00:00:00.000,1,г Москва
5292,2022-07-05 00:00:00.000,finished,1,Продуктовая аналитика,4608,mentor,2021-03-19 00:00:00.000,1,г Москва,1006,mentee,2021-08-02 00:00:00.000,3,Ростовская обл
5294,2022-07-05 00:00:00.000,canceled,6,Машинное обучение,3060,mentor,2021-04-12 00:00:00.000,1,г Москва,63,mentee,2022-02-06 00:00:00.000,8,Новосибирская обл
5295,2022-07-05 00:00:00.000,finished,4,DS,1236,mentor,2022-03-18 00:00:00.000,0,Другое,1520,mentee,2022-02-15 00:00:00.000,3,Ростовская обл
5296,2022-07-05 00:00:00.000,finished,6,Машинное обучение,852,mentor,2022-04-19 00:00:00.000,6,Московская обл,1940,mentee,2022-03-14 00:00:00.000,10,Красноярский край
5297,2022-07-05 00:00:00.000,finished,4,DS,2920,mentor,2022-04-10 00:00:00.000,4,Краснодарский край,620,mentee,2021-03-26 00:00:00.000,1,г Москва
5298,2022-07-05 00:00:00.000,finished,4,DS,338,mentor,2022-06-29 00:00:00.000,1,г Москва,2099,mentee,2022-06-26 00:00:00.000,7,Нижегородская обл
5302,2022-07-05 00:00:00.000,finished,3,Визуализация данных,2641,mentor,2022-03-23 00:00:00.000,2,г Санкт-Петербург,3384,mentee,2021-03-25 00:00:00.000,5,Ленинградская обл
5305,2022-07-05 00:00:00.000,finished,6,Машинное обучение,4001,mentor,2021-09-09 00:00:00.000,1,г Москва,1254,mentee,2022-04-15 00:00:00.000,7,Нижегородская обл
5306,2022-07-05 00:00:00.000,finished,1,Продуктовая аналитика,1347,mentor,2022-03-26 00:00:00.000,9,Омская обл,1144,mentee,2021-03-23 00:00:00.000,4,Краснодарский край
5307,2022-07-05 00:00:00.000,finished,2,AB тестирование,4838,mentor,2021-02-15 00:00:00.000,5,Ленинградская обл,647,mentee,2021-02-11 00:00:00.000,1,г Москва
5308,2022-07-05 00:00:00.000,finished,7,SQL,3934,mentor,2021-10-15 00:00:00.000,6,Московская обл,4401,mentee,2021-03-05 00:00:00.000,4,Краснодарский край
5310,2022-07-05 00:00:00.000,finished,5,Python для аналитики данных,1955,mentor,2021-03-21 00:00:00.000,0,Другое,2764,mentee,2021-08-06 00:00:00.000,1,г Москва
5311,2022-07-05 00:00:00.000,finished,1,Продуктовая аналитика,3958,mentor,2021-08-04 00:00:00.000,1,г Москва,2799,mentee,2022-06-20 00:00:00.000,5,Ленинградская обл
5314,2022-07-05 00:00:00.000,canceled,3,Визуализация данных,1261,mentor,2021-03-01 00:00:00.000,6,Московская обл,3698,mentee,2022-05-13 00:00:00.000,3,Ростовская обл
5315,2022-07-05 00:00:00.000,finished,6,Машинное обучение,3407,mentor,2021-03-21 00:00:00.000,6,Московская обл,1006,mentee,2021-08-02 00:00:00.000,3,Ростовская обл
5316,2022-07-05 00:00:00.000,canceled,2,AB тестирование,4731,mentor,2021-01-24 00:00:00.000,3,Ростовская обл,4645,mentee,2022-01-13 00:00:00.000,1,г Москва
5317,2022-07-05 00:00:00.000,finished,7,SQL,455,mentor,2021-08-06 00:00:00.000,1,г Москва,2642,mentee,2022-04-02 00:00:00.000,1,г Москва
5318,2022-07-05 00:00:00.000,finished,3,Визуализация данных,946,mentor,2021-11-25 00:00:00.000,9,Омская обл,4031,mentee,2022-04-11 00:00:00.000,1,г Москва
5319,2022-07-05 00:00:00.000,canceled,4,DS,1937,mentor,2022-01-23 00:00:00.000,1,г Москва,1655,mentee,2022-06-12 00:00:00.000,1,г Москва
5320,2022-07-05 00:00:00.000,finished,3,Визуализация данных,4452,mentor,2022-05-31 00:00:00.000,1,г Москва,2951,mentee,2021-09-05 00:00:00.000,1,г Москва
5322,2022-07-05 00:00:00.000,finished,5,Python для аналитики данных,1279,mentor,2022-03-14 00:00:00.000,5,Ленинградская обл,1670,mentee,2022-07-01 00:00:00.000,2,г Санкт-Петербург
5323,2022-07-05 00:00:00.000,canceled,6,Машинное обучение,636,mentor,2021-04-06 00:00:00.000,1,г Москва,3298,mentee,2022-03-22 00:00:00.000,10,Красноярский край
5328,2022-07-05 00:00:00.000,finished,3,Визуализация данных,2961,mentor,2021-01-29 00:00:00.000,1,г Москва,4792,mentee,2022-05-13 00:00:00.000,2,г Санкт-Петербург
5329,2022-07-05 00:00:00.000,finished,7,SQL,4915,mentor,2022-02-15 00:00:00.000,1,г Москва,2841,mentee,2022-06-12 00:00:00.000,3,Ростовская обл
5330,2022-07-05 00:00:00.000,canceled,1,Продуктовая аналитика,4608,mentor,2021-03-19 00:00:00.000,1,г Москва,1512,mentee,2022-06-19 00:00:00.000,6,Московская обл
5331,2022-07-05 00:00:00.000,canceled,6,Машинное обучение,4693,mentor,2021-12-15 00:00:00.000,1,г Москва,2298,mentee,2021-09-20 00:00:00.000,0,Другое
5332,2022-07-05 00:00:00.000,finished,7,SQL,1817,mentor,2022-01-14 00:00:00.000,5,Ленинградская обл,63,mentee,2022-02-06 00:00:00.000,8,Новосибирская обл
5334,2022-07-06 00:00:00.000,finished,5,Python для аналитики данных,3576,mentor,2021-01-12 00:00:00.000,3,Ростовская обл,539,mentee,2021-07-04 00:00:00.000,4,Краснодарский край
5337,2022-07-06 00:00:00.000,finished,6,Машинное обучение,754,mentor,2022-07-03 00:00:00.000,1,г Москва,1035,mentee,2022-01-13 00:00:00.000,1,г Москва
5338,2022-07-06 00:00:00.000,finished,4,DS,338,mentor,2022-06-29 00:00:00.000,1,г Москва,3697,mentee,2022-01-05 00:00:00.000,1,г Москва
5339,2022-07-06 00:00:00.000,finished,5,Python для аналитики данных,3102,mentor,2021-03-25 00:00:00.000,1,г Москва,2187,mentee,2022-07-05 00:00:00.000,1,г Москва
5340,2022-07-06 00:00:00.000,finished,6,Машинное обучение,516,mentor,2022-03-25 00:00:00.000,1,г Москва,2371,mentee,2021-08-08 00:00:00.000,5,Ленинградская обл
5343,2022-07-06 00:00:00.000,finished,4,DS,1248,mentor,2022-02-21 00:00:00.000,1,г Москва,1931,mentee,2021-02-01 00:00:00.000,2,г Санкт-Петербург
5347,2022-07-06 00:00:00.000,canceled,2,AB тестирование,162,mentor,2022-04-11 00:00:00.000,5,Ленинградская обл,3387,mentee,2021-03-13 00:00:00.000,1,г Москва
5349,2022-07-06 00:00:00.000,finished,2,AB тестирование,504,mentor,2022-03-01 00:00:00.000,1,г Москва,4464,mentee,2021-11-23 00:00:00.000,2,г Санкт-Петербург
5351,2022-07-06 00:00:00.000,finished,4,DS,1248,mentor,2022-02-21 00:00:00.000,1,г Москва,3414,mentee,2022-06-13 00:00:00.000,4,Краснодарский край
5352,2022-07-06 00:00:00.000,finished,5,Python для аналитики данных,3911,mentor,2022-03-27 00:00:00.000,8,Новосибирская обл,3796,mentee,2021-10-15 00:00:00.000,3,Ростовская обл
5353,2022-07-06 00:00:00.000,finished,6,Машинное обучение,3227,mentor,2021-04-11 00:00:00.000,8,Новосибирская обл,3065,mentee,2021-11-19 00:00:00.000,1,г Москва
5354,2022-07-06 00:00:00.000,finished,1,Продуктовая аналитика,1688,mentor,2022-04-10 00:00:00.000,9,Омская обл,1502,mentee,2021-12-12 00:00:00.000,4,Краснодарский край
5355,2022-07-06 00:00:00.000,finished,3,Визуализация данных,4459,mentor,2022-05-26 00:00:00.000,1,г Москва,941,mentee,2022-05-16 00:00:00.000,2,г Санкт-Петербург
5356,2022-07-06 00:00:00.000,finished,3,Визуализация данных,3350,mentor,2021-01-12 00:00:00.000,2,г Санкт-Петербург,3036,mentee,2022-06-22 00:00:00.000,1,г Москва
5357,2022-07-06 00:00:00.000,finished,2,AB тестирование,3088,mentor,2022-05-30 00:00:00.000,1,г Москва,1915,mentee,2021-03-28 00:00:00.000,2,г Санкт-Петербург
5358,2022-07-06 00:00:00.000,finished,4,DS,4807,mentor,2022-04-04 00:00:00.000,3,Ростовская обл,2020,mentee,2021-08-09 00:00:00.000,6,Московская обл
5359,2022-07-06 00:00:00.000,canceled,3,Визуализация данных,613,mentor,2022-04-14 00:00:00.000,3,Ростовская обл,1138,mentee,2022-05-23 00:00:00.000,6,Московская обл
5360,2022-07-06 00:00:00.000,finished,6,Машинное обучение,3407,mentor,2021-03-21 00:00:00.000,6,Московская обл,1772,mentee,2022-01-04 00:00:00.000,5,Ленинградская обл
5363,2022-07-06 00:00:00.000,finished,3,Визуализация данных,1366,mentor,2022-04-04 00:00:00.000,1,г Москва,2552,mentee,2021-01-31 00:00:00.000,8,Новосибирская обл
5365,2022-07-06 00:00:00.000,finished,7,SQL,1532,mentor,2022-05-21 00:00:00.000,1,г Москва,4708,mentee,2021-01-05 00:00:00.000,1,г Москва
5366,2022-07-06 00:00:00.000,finished,7,SQL,3045,mentor,2021-07-31 00:00:00.000,4,Краснодарский край,3093,mentee,2022-04-07 00:00:00.000,3,Ростовская обл
5369,2022-07-06 00:00:00.000,finished,1,Продуктовая аналитика,4647,mentor,2021-09-05 00:00:00.000,3,Ростовская обл,4744,mentee,2022-07-02 00:00:00.000,5,Ленинградская обл
5370,2022-07-06 00:00:00.000,finished,7,SQL,4585,mentor,2022-06-09 00:00:00.000,1,г Москва,2316,mentee,2021-02-07 00:00:00.000,4,Краснодарский край
5371,2022-07-06 00:00:00.000,finished,1,Продуктовая аналитика,2596,mentor,2021-11-22 00:00:00.000,7,Нижегородская обл,3167,mentee,2021-04-08 00:00:00.000,4,Краснодарский край
5373,2022-07-06 00:00:00.000,finished,6,Машинное обучение,4219,mentor,2022-01-20 00:00:00.000,3,Ростовская обл,308,mentee,2022-05-02 00:00:00.000,1,г Москва
5374,2022-07-06 00:00:00.000,finished,4,DS,3858,mentor,2021-04-18 00:00:00.000,3,Ростовская обл,1424,mentee,2021-03-24 00:00:00.000,0,Другое
5375,2022-07-06 00:00:00.000,finished,4,DS,3505,mentor,2022-06-19 00:00:00.000,1,г Москва,2976,mentee,2022-04-18 00:00:00.000,1,г Москва
5376,2022-07-06 00:00:00.000,finished,5,Python для аналитики данных,1160,mentor,2022-06-06 00:00:00.000,1,г Москва,3300,mentee,2022-02-18 00:00:00.000,1,г Москва
5377,2022-07-06 00:00:00.000,finished,1,Продуктовая аналитика,136,mentor,2022-06-26 00:00:00.000,1,г Москва,2145,mentee,2021-03-20 00:00:00.000,3,Ростовская обл
5379,2022-07-06 00:00:00.000,finished,2,AB тестирование,3686,mentor,2021-01-20 00:00:00.000,1,г Москва,4438,mentee,2022-05-11 00:00:00.000,2,г Санкт-Петербург
5380,2022-07-06 00:00:00.000,finished,7,SQL,4349,mentor,2022-01-24 00:00:00.000,2,г Санкт-Петербург,1784,mentee,2022-05-25 00:00:00.000,3,Ростовская обл
5381,2022-07-07 00:00:00.000,finished,6,Машинное обучение,1760,mentor,2022-06-28 00:00:00.000,1,г Москва,958,mentee,2021-05-04 00:00:00.000,1,г Москва
5382,2022-07-07 00:00:00.000,finished,3,Визуализация данных,4681,mentor,2021-12-20 00:00:00.000,1,г Москва,3151,mentee,2021-05-23 00:00:00.000,1,г Москва
5383,2022-07-07 00:00:00.000,finished,5,Python для аналитики данных,4714,mentor,2021-09-21 00:00:00.000,1,г Москва,18,mentee,2021-12-29 00:00:00.000,1,г Москва
5384,2022-07-07 00:00:00.000,finished,1,Продуктовая аналитика,901,mentor,2021-09-07 00:00:00.000,5,Ленинградская обл,1304,mentee,2022-06-12 00:00:00.000,1,г Москва
5387,2022-07-07 00:00:00.000,finished,7,SQL,774,mentor,2021-01-12 00:00:00.000,1,г Москва,676,mentee,2021-05-24 00:00:00.000,1,г Москва
5388,2022-07-07 00:00:00.000,finished,4,DS,1768,mentor,2021-06-29 00:00:00.000,10,Красноярский край,594,mentee,2021-10-09 00:00:00.000,4,Краснодарский край
5389,2022-07-07 00:00:00.000,finished,4,DS,1937,mentor,2022-01-23 00:00:00.000,1,г Москва,4257,mentee,2021-02-06 00:00:00.000,1,г Москва
5390,2022-07-07 00:00:00.000,finished,7,SQL,1776,mentor,2022-01-24 00:00:00.000,1,г Москва,1710,mentee,2022-03-31 00:00:00.000,5,Ленинградская обл
5391,2022-07-07 00:00:00.000,canceled,1,Продуктовая аналитика,4444,mentor,2021-12-12 00:00:00.000,1,г Москва,2153,mentee,2021-06-17 00:00:00.000,0,Другое
5394,2022-07-07 00:00:00.000,finished,1,Продуктовая аналитика,895,mentor,2022-07-01 00:00:00.000,3,Ростовская обл,4439,mentee,2021-07-08 00:00:00.000,1,г Москва
5395,2022-07-07 00:00:00.000,canceled,4,DS,477,mentor,2022-06-13 00:00:00.000,1,г Москва,2085,mentee,2022-03-22 00:00:00.000,10,Красноярский край
5397,2022-07-07 00:00:00.000,finished,4,DS,3632,mentor,2021-03-03 00:00:00.000,3,Ростовская обл,1445,mentee,2022-04-23 00:00:00.000,5,Ленинградская обл
5401,2022-07-07 00:00:00.000,finished,1,Продуктовая аналитика,3396,mentor,2021-03-07 00:00:00.000,1,г Москва,1388,mentee,2022-05-18 00:00:00.000,3,Ростовская обл
5402,2022-07-07 00:00:00.000,canceled,5,Python для аналитики данных,410,mentor,2022-04-28 00:00:00.000,6,Московская обл,3376,mentee,2022-07-05 00:00:00.000,1,г Москва
5404,2022-07-07 00:00:00.000,finished,1,Продуктовая аналитика,685,mentor,2021-10-12 00:00:00.000,0,Другое,990,mentee,2021-11-17 00:00:00.000,1,г Москва
5406,2022-07-07 00:00:00.000,finished,7,SQL,314,mentor,2022-02-25 00:00:00.000,5,Ленинградская обл,947,mentee,2021-01-19 00:00:00.000,7,Нижегородская обл
5408,2022-07-07 00:00:00.000,finished,4,DS,3462,mentor,2022-06-29 00:00:00.000,4,Краснодарский край,2923,mentee,2021-01-07 00:00:00.000,0,Другое
5409,2022-07-07 00:00:00.000,finished,1,Продуктовая аналитика,3127,mentor,2021-09-26 00:00:00.000,1,г Москва,2853,mentee,2021-05-05 00:00:00.000,4,Краснодарский край
5410,2022-07-07 00:00:00.000,finished,7,SQL,1398,mentor,2021-04-30 00:00:00.000,0,Другое,4057,mentee,2022-06-26 00:00:00.000,1,г Москва
5414,2022-07-07 00:00:00.000,finished,6,Машинное обучение,3031,mentor,2021-01-15 00:00:00.000,7,Нижегородская обл,3896,mentee,2022-05-28 00:00:00.000,5,Ленинградская обл
5415,2022-07-07 00:00:00.000,finished,7,SQL,56,mentor,2021-01-13 00:00:00.000,2,г Санкт-Петербург,4726,mentee,2021-08-12 00:00:00.000,1,г Москва
5416,2022-07-07 00:00:00.000,finished,5,Python для аналитики данных,598,mentor,2022-02-09 00:00:00.000,1,г Москва,1445,mentee,2022-04-23 00:00:00.000,5,Ленинградская обл
5420,2022-07-07 00:00:00.000,canceled,3,Визуализация данных,210,mentor,2022-02-14 00:00:00.000,4,Краснодарский край,687,mentee,2022-02-03 00:00:00.000,1,г Москва
5421,2022-07-07 00:00:00.000,canceled,3,Визуализация данных,2805,mentor,2021-11-27 00:00:00.000,8,Новосибирская обл,3751,mentee,2022-02-14 00:00:00.000,1,г Москва
5423,2022-07-07 00:00:00.000,finished,6,Машинное обучение,4001,mentor,2021-09-09 00:00:00.000,1,г Москва,4335,mentee,2021-09-29 00:00:00.000,0,Другое
5426,2022-07-07 00:00:00.000,canceled,5,Python для аналитики данных,2795,mentor,2021-11-20 00:00:00.000,1,г Москва,4496,mentee,2021-03-17 00:00:00.000,1,г Москва
5427,2022-07-07 00:00:00.000,finished,6,Машинное обучение,852,mentor,2022-04-19 00:00:00.000,6,Московская обл,3897,mentee,2022-05-16 00:00:00.000,1,г Москва
5428,2022-07-07 00:00:00.000,canceled,1,Продуктовая аналитика,895,mentor,2022-07-01 00:00:00.000,3,Ростовская обл,4357,mentee,2021-12-14 00:00:00.000,0,Другое
5429,2022-07-08 00:00:00.000,finished,6,Машинное обучение,4143,mentor,2022-01-08 00:00:00.000,2,г Санкт-Петербург,48,mentee,2021-11-14 00:00:00.000,1,г Москва
5430,2022-07-08 00:00:00.000,canceled,7,SQL,2463,mentor,2022-01-15 00:00:00.000,8,Новосибирская обл,4899,mentee,2022-02-17 00:00:00.000,3,Ростовская обл
5431,2022-07-08 00:00:00.000,finished,2,AB тестирование,2137,mentor,2021-04-06 00:00:00.000,2,г Санкт-Петербург,4129,mentee,2022-04-30 00:00:00.000,1,г Москва
5432,2022-07-08 00:00:00.000,finished,1,Продуктовая аналитика,4486,mentor,2022-05-07 00:00:00.000,3,Ростовская обл,3705,mentee,2021-12-31 00:00:00.000,8,Новосибирская обл
5433,2022-07-08 00:00:00.000,canceled,5,Python для аналитики данных,3059,mentor,2022-05-15 00:00:00.000,8,Новосибирская обл,427,mentee,2021-01-22 00:00:00.000,0,Другое
5435,2022-07-08 00:00:00.000,canceled,6,Машинное обучение,16,mentor,2022-05-19 00:00:00.000,2,г Санкт-Петербург,369,mentee,2021-01-24 00:00:00.000,5,Ленинградская обл
5436,2022-07-08 00:00:00.000,finished,1,Продуктовая аналитика,660,mentor,2022-06-14 00:00:00.000,1,г Москва,2345,mentee,2021-01-18 00:00:00.000,5,Ленинградская обл
5437,2022-07-08 00:00:00.000,canceled,1,Продуктовая аналитика,136,mentor,2022-06-26 00:00:00.000,1,г Москва,1756,mentee,2021-11-21 00:00:00.000,1,г Москва
5438,2022-07-08 00:00:00.000,finished,3,Визуализация данных,4680,mentor,2022-03-31 00:00:00.000,1,г Москва,3994,mentee,2021-07-12 00:00:00.000,2,г Санкт-Петербург
5439,2022-07-08 00:00:00.000,finished,1,Продуктовая аналитика,3228,mentor,2022-05-21 00:00:00.000,4,Краснодарский край,944,mentee,2021-05-04 00:00:00.000,6,Московская обл
5440,2022-07-08 00:00:00.000,finished,7,SQL,4752,mentor,2022-03-18 00:00:00.000,2,г Санкт-Петербург,2027,mentee,2021-10-20 00:00:00.000,1,г Москва
5441,2022-07-08 00:00:00.000,finished,3,Визуализация данных,4212,mentor,2022-02-09 00:00:00.000,6,Московская обл,4347,mentee,2022-03-15 00:00:00.000,1,г Москва
5442,2022-07-08 00:00:00.000,canceled,5,Python для аналитики данных,3713,mentor,2022-01-07 00:00:00.000,1,г Москва,1714,mentee,2021-10-23 00:00:00.000,1,г Москва
5443,2022-07-08 00:00:00.000,finished,3,Визуализация данных,129,mentor,2022-02-16 00:00:00.000,3,Ростовская обл,1581,mentee,2021-05-14 00:00:00.000,1,г Москва
5445,2022-07-08 00:00:00.000,finished,2,AB тестирование,3734,mentor,2021-06-12 00:00:00.000,5,Ленинградская обл,1158,mentee,2021-09-15 00:00:00.000,0,Другое
5447,2022-07-08 00:00:00.000,canceled,4,DS,1937,mentor,2022-01-23 00:00:00.000,1,г Москва,1904,mentee,2021-03-16 00:00:00.000,1,г Москва
5448,2022-07-08 00:00:00.000,canceled,5,Python для аналитики данных,2194,mentor,2022-07-02 00:00:00.000,1,г Москва,3811,mentee,2021-09-18 00:00:00.000,1,г Москва
5450,2022-07-08 00:00:00.000,finished,7,SQL,4565,mentor,2022-05-23 00:00:00.000,1,г Москва,4057,mentee,2022-06-26 00:00:00.000,1,г Москва
5452,2022-07-08 00:00:00.000,finished,1,Продуктовая аналитика,3225,mentor,2022-04-01 00:00:00.000,10,Красноярский край,4286,mentee,2021-05-01 00:00:00.000,6,Московская обл
